3135	8761	565504	1.712849673312431E9	2.793202307201601E10
4697	11351	565248	1.7049440662805452E9	2.7828839840596333E10
211	790	561408	1.6970972883139365E9	2.772632977355948E10
197	724	559360	1.6893087094061553E9	2.7624486232762512E10
1309	4804	557152	1.6815777084649858E9	2.752330266875981E10
11963	22192	549632	1.6739036731550763E9	2.742277261930309E10
3581	9457	548864	1.6662859997439108E9	2.7322889707872166E10
4487	10994	548864	1.6587240929510224E9	2.7223647642235687E10
3838	9824	536576	1.6512173658003776E9	2.7125040213040985E10
4	6	534784	1.6437652394758615E9	2.70270612924327E10
2534	7726	534784	1.6363671431797643E9	2.692970483269902E10
1240	4694	533248	1.6290225139942324E9	2.6832964864945427E10
11711	21852	531200	1.621730796745573E9	2.673683549779475E10
165	600	528896	1.6144914438713725E9	2.6641310916113327E10
2405	7539	527872	1.6073039152903423E9	2.654638537976243E10
3547	9394	527872	1.6001676782748413E9	2.6452053222374447E10
817	3354	527616	1.5930822073260067E9	2.635830885015339E10
1898	6501	525312	1.5860469840514104E9	2.626514674069867E10
6055	13325	524800	1.5790614970452206E9	2.617256144185231E10
1947	6619	523040	1.5721252417707734E9	2.608054757056844E10
2932	8434	521216	1.5652377204455185E9	2.5989099811804947E10
4670	11305	520704	1.5583984419282722E9	2.589821291743661E10
1529	5556	514816	1.551606921608732E9	2.5807881705189198E10
1906	6517	512768	1.544862681299187E9	2.571810105759416E10
1159	4515	505856	1.5381652491283975E9	2.562886592096348E10
605	2607	505600	1.5315141594375591E9	2.5540171304383995E10
215	797	504832	1.5249089526783352E9	2.545201227873102E10
469	1998	502016	1.5183491753128915E9	2.5364383975700726E10
1437	5390	499968	1.5118343797158916E9	2.527728158686079E10
3688	9617	499712	1.5053641240784125E9	2.5190700362719074E10
1304	4799	499458	1.498937972313723E9	2.5104635611809708E10
5909	13127	495360	1.492555493964911E9	2.5019082699796505E10
1403	5102	493824	1.4862162641142783E9	2.493403704859296E10
297	1455	492928	1.4799198632944958E9	2.484949413549875E10
2009	6730	491776	1.4736658774014664E9	2.476544949235227E10
10130	19773	491776	1.4674538976088552E9	2.468189870469883E10
8643	17430	488960	1.4612835202842584E9	2.4598837410974274E10
48	72	488192	1.4551543469069598E9	2.4516261301703495E10
9812	19262	485888	1.449065983987258E9	2.443416611871376E10
953	3737	484864	1.4430180429873166E9	2.4352547654362392E10
74	125	484608	1.4370101402435062E9	2.4271401750778454E10
587	2554	484096	1.4310418968902085E9	2.4190724299118305E10
130	292	478976	1.4251129387850482E9	2.4110511238834534E10
490	2048	478464	1.4192228964355216E9	2.403075855695817E10
2867	8342	473600	1.41337140492699E9	2.3951462287393723E10
1396	5078	472320	1.4075581038520164E9	2.387261851022694E10
1742	6140	468992	1.4017826372410007E9	2.3794223351044872E10
4229	10507	465408	1.396044653494101E9	2.371627298026808E10
644	2715	462336	1.3903438053144064E9	2.363876361249472E10
6775	14496	462080	1.384679749642333E9	2.3561691505856186E10
878	3527	461312	1.3790521475912209E9	2.3485052961384186E10
341	1580	460544	1.3734606643841035E9	2.3408844322388916E10
1635	5734	460288	1.3679049692916245E9	2.333306197384812E10
183	688	458752	1.3623847355710835E9	2.3257702341806927E10
1730	6122	457472	1.3568996404065764E9	2.3182761892788006E10
3313	9034	456192	1.3514493648502157E9	2.3108237133212093E10
439	1901	454400	1.3460335937644086E9	2.3034124608828503E10
825	3369	450304	1.340652015765162E9	2.296042090415548E10
5719	12880	449792	1.3353043231664007E9	2.288712264193016E10
502	2118	447744	1.32999021192528E9	2.2814226482568058E10
1624	5713	446208	1.3247093815884624E9	2.274172912363171E10
1176	4565	445696	1.3194615352393425E9	2.266962729930842E10
3557	9415	442368	1.3142463794462116E9	2.2597917779896896E10
4743	11426	434176	1.30906362421132E9	2.2526597371302597E10
1158	4513	432960	1.303912982920842E9	2.245566291454158E10
961	3751	432128	1.2987941722957106E9	2.2385111285252766E10
622	2652	431104	1.293706912343307E9	2.2314939393218334E10
3506	9325	427104	1.2886509263099911E9	2.224514418189221E10
2674	8011	425472	1.2836259406344526E9	2.2175722627936382E10
218	803	421632	1.2786316849018698E9	2.210667174076504E10
570	2519	420864	1.2736678917988532E9	2.203798856209613E10
5089	11955	419840	1.268734297069167E9	2.1969670165510506E10
1316	4814	417280	1.2638306394702017E9	2.1901713656018192E10
560	2506	413696	1.2589566607301984E9	2.183411616963196E10
77	132	412160	1.2541121055061915E9	2.1766874872947742E10
1754	6181	408576	1.249296721342671E9	2.1699986962732037E10
382	1742	405760	1.2445102586309428E9	2.1633449665516E10
3387	9143	405504	1.2397524705691717E9	2.1567260237196102E10
1279	4760	404224	1.2350231131231015E9	2.150141596264138E10
544	2422	402176	1.230321944987427E9	2.1435914155306896E10
861	3464	401664	1.2256487275478191E9	2.1370752156853558E10
576	2527	401408	1.221003224843578E9	2.1305927336774E10
729	3136	394752	1.2163852035309112E9	2.1241437092024467E10
4777	11486	393728	1.2117944328468156E9	2.11772788466626E10
8293	16812	393728	1.207230684573561E9	2.111345005149098E10
5293	12291	393472	1.2026937330037603E9	2.1049948183706387E10
8428	17055	393472	1.1981833549060094E9	2.0986770746554592E10
372	1715	393216	1.193699329491093E9	2.092391526899058E10
454	1942	393216	1.1892414383787432E9	2.0861379305344208E10
1975	6678	393216	1.184809465564942E9	2.0799160434991047E10
689	2900	391424	1.1804031973897502E9	2.0737256262028454E10
641	2711	391168	1.1760224225056646E9	2.0675664414956657E10
1203	4637	384776	1.1716669318464806E9	2.0614382546364838E10
703	2939	384256	1.1673365185966644E9	2.055340833262213E10
2688	8048	384256	1.1630309781612096E9	2.049273947357334E10
8292	16811	379392	1.158750108135983E9	2.0432373692239433E10
250	1220	378112	1.1544937082785454E9	2.037230873452265E10
459	1968	374528	1.1502615804794326E9	2.0312542368916122E10
1450	5410	372736	1.1460535287338986E9	2.025307238621792E10
936	3680	370944	1.1418693591141074E9	2.0193896599249615E10
4506	11022	368896	1.1377088797417562E9	2.013501284257892E10
5423	12479	366848	1.1335719007611465E9	2.0076418972246773E10
7214	15270	366848	1.129458234312663E9	2.0018112865498425E10
1213	4657	364544	1.1253676945066798E9	1.9960092420518623E10
98	196	363520	1.1213000973978689E9	1.9902355556170822E10
1464	5430	360704	1.1172552609599175E9	1.984490021174036E10
10211	19902	360704	1.1132330050606284E9	1.978772434668137E10
5284	12271	360448	1.1092331514374156E9	1.973082594036758E10
8088	16473	360192	1.10525552367318E9	1.9674202991846855E10
681	2874	358656	1.1012999471725492E9	1.9617853519599293E10
7416	15557	357888	1.0973662491384964E9	1.956177556129905E10
2213	7127	352512	1.0934542585493057E9	1.950596717357956E10
3901	9924	352256	1.0895638061359015E9	1.9450426431802345E10
558	2504	349698	1.0856947243595173E9	1.939515142982914E10
2722	8111	348672	1.0818468473897092E9	1.934014027979746E10
2427	7571	346624	1.0780200110827048E9	1.9285391111899384E10
1054	4058	346368	1.0742140529600735E9	1.9230902074163593E10
1817	6350	346368	1.0704288121877301E9	1.9176671332240654E10
2069	6848	345344	1.0666641295552492E9	1.9122697069191334E10
7351	15475	345344	1.0629198474554904E9	1.9068977485278027E10
2913	8404	345088	1.0591958098645337E9	1.901551079775926E10
484	2041	344576	1.0554918623219118E9	1.8962295240687054E10
4826	11562	344320	1.0518078519111443E9	1.8909329064707336E10
418	1842	342272	1.0481436272405492E9	1.885661053686307E10
1218	4663	340992	1.0444990384243565E9	1.880413794040036E10
11	14	339456	1.0408739370640894E9	1.8751909574577236E10
425	1872	339200	1.0372681762302256E9	1.8699923754475185E10
124	278	338624	1.0336816104441308E9	1.8648178810813377E10
180	683	336640	1.0301140956602551E9	1.859667308976552E10
2428	7572	333568	1.0265654892485925E9	1.8545404952779293E10
4380	10794	332544	1.0230356499774003E9	1.849437277639841E10
208	777	332288	1.0195244379961624E9	1.8443574952087017E10
304	1464	329216	1.0160317148188126E9	1.8393009886056778E10
9013	17964	328960	1.0125573433071927E9	1.8342675999096188E10
105	217	328192	1.0091011876547574E9	1.8292571726402435E10
1272	4747	328192	1.0056631133705064E9	1.824269551741546E10
2143	6984	328192	1.0022429872631607E9	1.8193045835654453E10
4283	10615	328192	9.988406774255551E8	1.8143621158556545E10
25	32	327936	9.95456053219262E8	1.8094419977317738E10
1491	5492	327936	9.920889852594329E8	1.8045440796736065E10
4405	10840	327936	9.887393453998603E8	1.7996682135056927E10
